
------ 3631424765 ::  ------

3416208765::CN::UI_BathTowelsOverhaul_option_DisplayText = "显示 (值为文本)",
3416208765::EN::UI_BathTowelsOverhaul_option_ItemIcon = "Item Icon",
3416208765::CN::UI_BathTowelsOverhaul_option_ItemIcon = "物品图标",
3416208765::EN::UI_BathTowelsOverhaul_option_Never = "Never",
3416208765::CN::UI_BathTowelsOverhaul_option_Never = "从不",
3416208765::EN::UI_BathTowelsOverhaul_option_UIIcon = "UI Icon",
3416208765::CN::UI_BathTowelsOverhaul_option_UIIcon = "UI图标",
3416208765::EN::UI_BathTowelsOverhaul_option_Undisplay = "Undisplay",
3416208765::CN::UI_BathTowelsOverhaul_option_Undisplay = "不显示",
3416208765::EN::UI_WipeMyself_DirtyTowel = "Ugh... the towels stink.",
3416208765::CN::UI_WipeMyself_DirtyTowel = "呃... 毛巾发臭了.",
3416208765::EN::UI_WipeMyself_TooWetTowel = "Ahh... the towel is soaked!",
3416208765::CN::UI_WipeMyself_TooWetTowel = "啊... 毛巾湿透了!",
		3416208765::EN::description = "Change the specifications of bath towels. Bath towels are now an important item. <LINE> When you get wet, now naturally drying alone is no longer enough. (option) <LINE> The towel will absorb dirt and blood from your body. (option) <LINE> Wipe yourself with a clean towel possible. <BR> Say goodbye to pink bath towels. <LINE> Nowadays, there are bath towels in many colors. <LINE> Find the one in your favorite color.",
		3416208765::CN::description = "",
		3416208765::EN::IGUI_TowelQuality_Poor = "======Original Text Missing====",
		3416208765::CN::IGUI_TowelQuality_Poor = "粗糙",
3416208765::EN::IGUI_TowelQuality_Fine = "======Original Text Missing====",
3416208765::CN::IGUI_TowelQuality_Fine = "精细的",
		3416208765::EN::IGUI_TowelQuality_Luxury = "======Original Text Missing====",
		3416208765::CN::IGUI_TowelQuality_Luxury = "奢华",
		3416208765::EN::ItemName_Base.HandTowel = "======Original Text Missing====",
		3416208765::CN::ItemName_Base.HandTowel = "手巾",
		3416208765::EN::ItemName_Base.DustCloth = "======Original Text Missing====",
		3416208765::CN::ItemName_Base.DustCloth = "抹布",
		3416208765::EN::ItemName_Base.BathTowel_Crafted = "======Original Text Missing====",
		3416208765::CN::ItemName_Base.BathTowel_Crafted = "手工浴巾",
		3416208765::EN::Recipe_Rip_Towel = "======Original Text Missing====",
		3416208765::CN::Recipe_Rip_Towel = "撕毛巾",
		3416208765::EN::Recipe_Sew_Dust_Cloth = "======Original Text Missing====",
		3416208765::CN::Recipe_Sew_Dust_Cloth = "缝制抹布",
		3416208765::EN::Recipe_Knit_Bath_Towel = "======Original Text Missing====",
		3416208765::CN::Recipe_Knit_Bath_Towel = "编织浴巾",
		3416208765::EN::Recipe_Sew_Dust_Cloth_Form_Hand_Towel = "======Original Text Missing====",
		3416208765::CN::Recipe_Sew_Dust_Cloth_Form_Hand_Towel = "用手巾缝制抹布",
		3416208765::EN::Recipe_Rip_Dust_Cloth = "======Original Text Missing====",
		3416208765::CN::Recipe_Rip_Dust_Cloth = "撕抹布",
3416208765::EN::ItemName_Base.BathTowel = "======Original Text Missing====",
3416208765::CN::ItemName_Base.BathTowel = "毛巾",
3416208765::EN::ItemName_Base.DishCloth = "======Original Text Missing====",
3416208765::CN::ItemName_Base.DishCloth = "抹布",
		3416208765::EN::Recipe_Sew_Dust_Cloth_From_Hand_Towel = "======Original Text Missing====",
		3416208765::CN::Recipe_Sew_Dust_Cloth_From_Hand_Towel = "用手巾缝制抹布",


------ 3413610665 :: Bonus Exp ------

3413610665::EN::IGUI_perks_BonusExp = "Bonus exp",
3413610665::CN::IGUI_perks_BonusExp = "经验加成",
3413610665::EN::IGUI_perks_TalentPoints = "Talent points",
3413610665::CN::IGUI_perks_TalentPoints = "天赋点数",
3413610665::EN::Sandbox_BonusExp = "Bonus exp",
3413610665::CN::Sandbox_BonusExp = "经验加成",
3413610665::EN::Sandbox_BonusExp_AmountPercent = "Percentage of experience",
3413610665::CN::Sandbox_BonusExp_AmountPercent = "经验百分比",
3413610665::EN::Sandbox_BonusExp_IsUseXpBoost = "Use perks and professions boost when distributing skill points",
3413610665::CN::Sandbox_BonusExp_IsUseXpBoost = "分配技能点时使用特性和职业加成",
3413610665::EN::Sandbox_BonusExp_IsUseXpMultiplyer = "Use book multiplier when distributing skill points",
3413610665::CN::Sandbox_BonusExp_IsUseXpMultiplyer = "分配技能点时使用书籍倍率",


------ 3387382165 :: Functional Clipboard [B41/B42] ------

3387382165::EN::ContextMenu_Clipboard = "Clipboard",
3387382165::CN::ContextMenu_Clipboard = "剪贴板",
3387382165::EN::ContextMenu_Clipboard_AddPaper = "Add Paper",
3387382165::CN::ContextMenu_Clipboard_AddPaper = "添加纸张",
3387382165::EN::ContextMenu_Clipboard_ChangeName = "Change Name",
3387382165::CN::ContextMenu_Clipboard_ChangeName = "重命名",
3387382165::EN::ContextMenu_Clipboard_ErrorNewEmpty = "Error: Could not create new ClipboardEmpty item.",
3387382165::CN::ContextMenu_Clipboard_ErrorNewEmpty = "错误: 无法创建新的空白剪贴板项目.",
3387382165::EN::ContextMenu_Clipboard_ErrorNewPaper = "Error: Could not create new ClipboardPaper item.",
3387382165::CN::ContextMenu_Clipboard_ErrorNewPaper = "错误: 无法创建新的纸张剪贴板项目.",
3387382165::EN::ContextMenu_Clipboard_ErrorNewWall = "Error: Could not create new ClipboardWall item.",
3387382165::CN::ContextMenu_Clipboard_ErrorNewWall = "错误: 无法创建新的墙上剪贴板项目.",
3387382165::EN::ContextMenu_Clipboard_NoWall = "Take off Wall",
3387382165::CN::ContextMenu_Clipboard_NoWall = "从墙上取下",
3387382165::EN::ContextMenu_Clipboard_Open = "Open Clipboard",
3387382165::CN::ContextMenu_Clipboard_Open = "打开剪贴板",
3387382165::EN::ContextMenu_Clipboard_Prefix = "CB: ",
3387382165::CN::ContextMenu_Clipboard_Prefix = "剪贴板: ",
3387382165::EN::ContextMenu_Clipboard_Read = "Read Clipboard",
3387382165::CN::ContextMenu_Clipboard_Read = "阅读剪贴板",
3387382165::EN::ContextMenu_Clipboard_RemovePaper = "Remove Paper",
3387382165::CN::ContextMenu_Clipboard_RemovePaper = "移除纸张",
3387382165::EN::ContextMenu_Clipboard_SwapHand = "Clipboard has been removed from the wall.",
3387382165::CN::ContextMenu_Clipboard_SwapHand = "剪贴板已从墙上移除.",
3387382165::EN::ContextMenu_Clipboard_SwapWall = "Clipboard is now able to be placed on the wall.",
3387382165::CN::ContextMenu_Clipboard_SwapWall = "剪贴板现在可以放置在墙上了.",
3387382165::EN::ContextMenu_Clipboard_Take = "Take Clipboard",
3387382165::CN::ContextMenu_Clipboard_Take = "拿起剪贴板",
3387382165::EN::ContextMenu_Clipboard_TooLong = "Name is too long, please reduce it.",
3387382165::CN::ContextMenu_Clipboard_TooLong = "名称过长, 请缩短.",
3387382165::EN::ContextMenu_Clipboard_Wall = "Put on Wall",
3387382165::CN::ContextMenu_Clipboard_Wall = "挂在墙上",
3387382165::EN::IGUI_Clipboard_AddPaper = "Add Paper: ",
3387382165::CN::IGUI_Clipboard_AddPaper = "添加纸张: ",
3387382165::EN::IGUI_Clipboard_ChangeName = "Change Clipboard Name",
3387382165::CN::IGUI_Clipboard_ChangeName = "修改剪贴板名称",
3387382165::EN::IGUI_Clipboard_CheckOff = "I can't check items off unless I pick up the clipboard.",
3387382165::CN::IGUI_Clipboard_CheckOff = "我必须先拿起剪贴板才能勾选项目.",
3387382165::EN::IGUI_Clipboard_MaxPaper = " / 5",
3387382165::CN::IGUI_Clipboard_MaxPaper = " / 5",
3387382165::EN::IGUI_Clipboard_Next = "Next Page",
3387382165::CN::IGUI_Clipboard_Next = "下一页",
3387382165::EN::IGUI_Clipboard_Of = " of ",
3387382165::CN::IGUI_Clipboard_Of = " 页, 共 ",
3387382165::EN::IGUI_Clipboard_Page = "Page ",
3387382165::CN::IGUI_Clipboard_Page = "第 ",
3387382165::EN::IGUI_Clipboard_PickUp = "I can't add paper to the clipboard unless I pick it up.",
3387382165::CN::IGUI_Clipboard_PickUp = "我必须先拿起剪贴板才能添加纸张.",
3387382165::EN::IGUI_Clipboard_Previous = "Previous Page",
3387382165::CN::IGUI_Clipboard_Previous = "上一页",
3387382165::EN::IGUI_Clipboard_ReadOnly = "[Read Only Mode]",
3387382165::CN::IGUI_Clipboard_ReadOnly = "[只读模式]",
3387382165::EN::IGUI_Clipboard_ReadOnlyPage = "[Read Only Mode] Page ",
3387382165::CN::IGUI_Clipboard_ReadOnlyPage = "[只读模式] 第 ",
3387382165::EN::IGUI_Clipboard_X = "X",
3387382165::CN::IGUI_Clipboard_X = "X",
3387382165::EN::ItemName_Base.ClipboardEmpty = "Empty Clipboard",
3387382165::CN::ItemName_Base.ClipboardEmpty = "空剪贴板",
3387382165::EN::ItemName_Base.ClipboardPaper = "Empty Clipboard",
3387382165::CN::ItemName_Base.ClipboardPaper = "空剪贴板",
3387382165::EN::ItemName_Base.ClipboardWall = "Empty Clipboard",
3387382165::CN::ItemName_Base.ClipboardWall = "空剪贴板",
3387382165::EN::Tooltip_Clipboard = "Allows you to create and share checklists",
3387382165::CN::Tooltip_Clipboard = "允许您创建和共享清单",
3387382165::EN::Tooltip_Clipboard_AddPaper = "Add a sheet of paper to the clipboard",
3387382165::CN::Tooltip_Clipboard_AddPaper = "向剪贴板添加一张纸",
3387382165::EN::Tooltip_Clipboard_ChangeName = "Change the name of the clipboard",
3387382165::CN::Tooltip_Clipboard_ChangeName = "修改剪贴板名称",
3387382165::EN::Tooltip_Clipboard_Full = "Clipboard is full",
3387382165::CN::Tooltip_Clipboard_Full = "剪贴板已满",
3387382165::EN::Tooltip_Clipboard_NoPaper = "No paper in inventory",
3387382165::CN::Tooltip_Clipboard_NoPaper = "物品栏中没有纸张",
3387382165::EN::Tooltip_Clipboard_NoPaperInside = "No paper in clipboard",
3387382165::CN::Tooltip_Clipboard_NoPaperInside = "剪贴板内没有纸张",
3387382165::EN::Tooltip_Clipboard_NoWall = "Swap the model of the clipboard to lay flat..",
3387382165::CN::Tooltip_Clipboard_NoWall = "切换剪贴板模型为平放模式",
3387382165::EN::Tooltip_Clipboard_Open = "Open the clipboard to view and edit the contents",
3387382165::CN::Tooltip_Clipboard_Open = "打开剪贴板查看和编辑内容",
3387382165::EN::Tooltip_Clipboard_Pickup = "Pick up the clipboard",
3387382165::CN::Tooltip_Clipboard_Pickup = "拿起剪贴板",
3387382165::EN::Tooltip_Clipboard_ReadOnly = "Read the clipboard, but you won't be able to make changes unless you pick it up.",
3387382165::CN::Tooltip_Clipboard_ReadOnly = "阅读剪贴板内容, 但需要拿起后才能进行修改",
3387382165::EN::Tooltip_Clipboard_RemovePaper = "Remove a sheet of paper from the clipboard",
3387382165::CN::Tooltip_Clipboard_RemovePaper = "从剪贴板移除一张纸",
3387382165::EN::Tooltip_Clipboard_TakeOff = "Clipboard must be in inventory to change position.",
3387382165::CN::Tooltip_Clipboard_TakeOff = "剪贴板必须在物品栏中才能改变位置",
3387382165::EN::Tooltip_Clipboard_Wall = "Swap the model of the clipboard to be placeable on the wall.",
3387382165::CN::Tooltip_Clipboard_Wall = "切换剪贴板模型为可挂在墙上模式",


------ 3078291265 ::  ------

3078291265::EN::IGUI_Achievement_DeadEye = "Dead Eye",
3078291265::CN::IGUI_Achievement_DeadEye = "死亡之眼",
3078291265::EN::IGUI_Achievement_DeadEye_Description = "Kill 50 zombies with headshots.",
3078291265::CN::IGUI_Achievement_DeadEye_Description = "爆头击杀50只丧尸.",
3078291265::EN::IGUI_Achievement_MasterGunslinger = "Master Gunslinger",
3078291265::CN::IGUI_Achievement_MasterGunslinger = "枪械大师",
3078291265::EN::IGUI_Achievement_MasterGunslinger_Description = "Kill 200 zombies using firearms.",
3078291265::CN::IGUI_Achievement_MasterGunslinger_Description = "使用枪械累计击杀200只丧尸.",
3078291265::EN::IGUI_Achievement_Sharpshooter = "Sharpshooter",
3078291265::CN::IGUI_Achievement_Sharpshooter = "神射手",
3078291265::EN::IGUI_Achievement_Sharpshooter_Description = "Hit 100 zombies with a firearm.",
3078291265::CN::IGUI_Achievement_Sharpshooter_Description = "使用枪械命中100只丧尸. .",
3078291265::EN::IGUI_Achievement_SpeedReload = "Speed Reload",
3078291265::CN::IGUI_Achievement_SpeedReload = "快速换弹",
3078291265::EN::IGUI_Achievement_SpeedReload_Description = "Reload your firearm 100 times.",
3078291265::CN::IGUI_Achievement_SpeedReload_Description = "累计完成100次枪械换弹.",
3078291265::EN::IGUI_Achievement_UltimateDuelist = "Ultimate Duelist",
3078291265::CN::IGUI_Achievement_UltimateDuelist = "终极决斗者",
3078291265::EN::IGUI_Achievement_UltimateDuelist_Description = "Kill another player in a PvP duel.",
3078291265::CN::IGUI_Achievement_UltimateDuelist_Description = "在一次玩家对战 (PvP)决斗中击败对手.",
3078291265::EN::UI_Suicide = "Suicide",
3078291265::CN::UI_Suicide = "自杀",
3078291265::EN::UI_Suicide_Confirm = "Suicide? Are you sure?",
3078291265::CN::UI_Suicide_Confirm = "自杀? 你确定吗?",
3078291265::EN::UI_Suicide_NoAmmo = "No ammo or need reload",
3078291265::CN::UI_Suicide_NoAmmo = "没有子弹或需要装填",
3078291265::EN::UI_Suicide_Trauma = "======Original Text Missing====",
3078291265::CN::UI_Suicide_Trauma = "我目睹了可怕的惨剧…",


------ 3586145865 :: Improvised Backpack! ------

3586145865::EN::ItemName_Base.Improvised_Backpack_Ghillie_Trousers = "Improvised Backpack (Ghillie Suit)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Ghillie_Trousers = "简易背包 (吉利服)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers = "Improvised Backpack (Trousers)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers = "简易背包 (长裤)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_ArmyService = "Improvised Backpack (Army Service)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_ArmyService = "简易背包 (军用)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Black = "Improvised Backpack (Black)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Black = "简易背包 (黑)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_CamoDesert = "Improvised Backpack (Desert Camo)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_CamoDesert = "简易背包 (沙漠迷彩)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_CamoDesertNew = "Improvised Backpack (Desert Camo)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_CamoDesertNew = "简易背包 (沙漠迷彩)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_CamoGreen = "Improvised Backpack (Green Camo)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_CamoGreen = "简易背包 (森林迷彩)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_CamoMilius = "Improvised Backpack (Red Dawn)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_CamoMilius = "简易背包 (外军迷彩)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_CamoTigerStripe = "Improvised Backpack (Tiger Stripe)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_CamoTigerStripe = "简易背包 (虎纹迷彩)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_CamoUrban = "Improvised Backpack (Urban Camo)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_CamoUrban = "简易背包 (城市迷彩)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Chef = "Improvised Backpack (Chef)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Chef = "简易背包 (厨师裤)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Crafted_Burlap = "Improvised Backpack (Burlap)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Crafted_Burlap = "简易背包 (粗麻布)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Crafted_Cotton = "Improvised Backpack (Cotton)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Crafted_Cotton = "简易背包 (棉布)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Crafted_Denim = "Improvised Backpack (Denim)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Crafted_Denim = "简易背包 (牛仔布)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Crafted_DenimBlack = "Improvised Backpack (Denim)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Crafted_DenimBlack = "简易背包 (牛仔布)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Crafted_DenimLight = "Improvised Backpack (Trousers)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Crafted_DenimLight = "简易背包 (牛仔布)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Crafted_DenimRandom = "Improvised Backpack (Denim)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Crafted_DenimRandom = "简易背包 (牛仔布)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_DeerHide = "Improvised Backpack (Deer Hide)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_DeerHide = "简易背包 (鹿皮)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_DefaultTEXTURE = "Improvised Backpack (Trousers)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_DefaultTEXTURE = "简易背包 (长裤)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_DefaultTEXTURE_HUE = "Improvised Backpack (Trousers)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_DefaultTEXTURE_HUE = "简易背包 (长裤)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_DefaultTEXTURE_TINT = "Improvised Backpack (Trousers)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_DefaultTEXTURE_TINT = "简易背包 (长裤)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Denim = "Improvised Backpack (Denim)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Denim = "简易背包 (牛仔布)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Denim_Punk = "Improvised Backpack (Denim)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Denim_Punk = "简易背包 (牛仔布)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_FaunHide = "Improvised Backpack (Hide)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_FaunHide = "简易背包 (兽皮)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Fireman = "Improvised Backpack (Fireman)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Fireman = "简易背包 (消防员)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Hide = "Improvised Backpack (Hide)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Hide = "简易背包 (兽皮)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_HuntingCamo = "Improvised Backpack (Hunting Camo)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_HuntingCamo = "简易背包 (狩猎迷彩)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_JeanBaggy = "Improvised Backpack (Denim)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_JeanBaggy = "简易背包 (牛仔布)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_JeanBaggy_Punk = "Improvised Backpack (Denim)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_JeanBaggy_Punk = "简易背包 (牛仔布)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_LeatherBlack = "Improvised Backpack (Leather)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_LeatherBlack = "简易背包 (皮革)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_LeatherCrafted = "Improvised Backpack (Leather)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_LeatherCrafted = "简易背包 (皮革)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_NavyBlue = "Improvised Backpack (Navy Blue)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_NavyBlue = "简易背包 (海军蓝)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_OliveDrab = "Improvised Backpack (Olive)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_OliveDrab = "简易背包 (橄榄绿)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Padded = "Improvised Backpack (Padded)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Padded = "简易背包 (棉裤)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Padded_HuntingCamo = "Improvised Backpack (Padded Camo)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Padded_HuntingCamo = "简易背包 (加厚迷彩)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Police = "Improvised Backpack (Police)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Police = "简易背包 (警用)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_PoliceGrey = "Improvised Backpack (Police)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_PoliceGrey = "简易背包 (警用)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_PrisonGuard = "Improvised Backpack (Prison Guard)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_PrisonGuard = "简易背包 (狱警)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Ranger = "Improvised Backpack (Ranger)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Ranger = "简易背包 (护林员)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Santa = "Improvised Backpack (Santa)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Santa = "简易背包 (圣诞老人)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_SantaGreen = "Improvised Backpack (Santa)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_SantaGreen = "简易背包 (圣诞老人)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Scrubs = "Improvised Backpack (Scrubs)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Scrubs = "简易背包 (医护)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_SheepSkin = "Improvised Backpack (Sheep Skin)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_SheepSkin = "简易背包 (羊皮)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Shellsuit_Black = "Improvised Backpack (Black)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Shellsuit_Black = "简易背包 (黑)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Shellsuit_Blue = "Improvised Backpack (Blue)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Shellsuit_Blue = "简易背包 (蓝)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Shellsuit_Green = "Improvised Backpack (Trousers)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Shellsuit_Green = "简易背包 (长裤)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Shellsuit_Pink = "Improvised Backpack (Pink)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Shellsuit_Pink = "简易背包 (粉)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Shellsuit_TINT = "Improvised Backpack (Shellsuit)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Shellsuit_TINT = "简易背包 (运动套装)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Shellsuit_Teal = "Improvised Backpack (Teal)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Shellsuit_Teal = "简易背包 (青绿)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Sheriff = "Improvised Backpack (Sheriff)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Sheriff = "简易背包 (警长)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Sport = "Improvised Backpack (Sport)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Sport = "简易背包 (运动)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_Suit = "Improvised Backpack (Suit)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_Suit = "简易背包 (西装)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_SuitTEXTURE = "Improvised Backpack (Suit)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_SuitTEXTURE = "简易背包 (西装)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_SuitWhite = "Improvised Backpack (Suit)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_SuitWhite = "简易背包 (西装)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_SuitWhite_White = "Improvised Backpack (Suit)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_SuitWhite_White = "简易背包 (西装)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_WhiteTEXTURE = "Improvised Backpack (White)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_WhiteTEXTURE = "简易背包 (白)",
3586145865::EN::ItemName_Base.Improvised_Backpack_Trousers_WhiteTINT = "Improvised Backpack (White)",
3586145865::CN::ItemName_Base.Improvised_Backpack_Trousers_WhiteTINT = "简易背包 (白)",
3586145865::EN::ItemName_Improvised_Backpack = "Improvised Backpack",
3586145865::CN::ItemName_Improvised_Backpack = "简易背包",
3586145865::EN::Recipe_MakeImprovisedBackpack = "Make Improvised Backpack",
3586145865::CN::Recipe_MakeImprovisedBackpack = "制作简易背包",
3586145865::EN::Tooltip_Improvised_Backpack = "An improvised backpack made with a pair of pants",
3586145865::CN::Tooltip_Improvised_Backpack = "一条裤子改制的简易背包",


------ 2996978365 :: Dynamic Backpack Upgrades [ B41-B42.15 ] ------

		2996978365::EN::DynamicBackpacks.UpgradeCapacityCloth = "Cloth Bag Upgrade",
		2996978365::CN::DynamicBackpacks.UpgradeCapacityCloth = "",
		2996978365::EN::DynamicBackpacks.UpgradeCapacityJean = "Denim Bag Upgrade",
		2996978365::CN::DynamicBackpacks.UpgradeCapacityJean = "",
		2996978365::EN::DynamicBackpacks.UpgradeCapacityLeather = "Leather Bag Upgrade",
		2996978365::CN::DynamicBackpacks.UpgradeCapacityLeather = "",
		2996978365::EN::DynamicBackpacks.UpgradeCapacityMilitary = "Military Bag Upgrade",
		2996978365::CN::DynamicBackpacks.UpgradeCapacityMilitary = "",
		2996978365::EN::DynamicBackpacks.UpgradeWeightReductionCloth = "Cloth Straps Upgrade",
		2996978365::CN::DynamicBackpacks.UpgradeWeightReductionCloth = "",
		2996978365::EN::DynamicBackpacks.UpgradeWeightReductionJean = "Denim Straps Upgrade",
		2996978365::CN::DynamicBackpacks.UpgradeWeightReductionJean = "",
		2996978365::EN::DynamicBackpacks.UpgradeWeightReductionLeather = "Leather Straps Upgrade",
		2996978365::CN::DynamicBackpacks.UpgradeWeightReductionLeather = "",
		2996978365::EN::DynamicBackpacks.UpgradeWeightReductionMilitary = "Military Straps Upgrade",
		2996978365::CN::DynamicBackpacks.UpgradeWeightReductionMilitary = "",
2996978365::EN::Recipe_ClothBagUpgrade = "Cloth Bag Upgrade",
2996978365::CN::Recipe_ClothBagUpgrade = "制作 背包容量升级 (布质)",
2996978365::EN::Recipe_DenimBagUpgrade = "Denim Bag Upgrade",
