
------ 2959472220 ::  ------

2959472220::EN::IGUI_VehicleNamefr_je_wagoneer_91 = "Jeep Wagoneer",
2959472220::CN::IGUI_VehicleNamefr_je_wagoneer_91 = "拉尔克 峡谷巨兽",
2959472220::EN::IGUI_VehicleNamefr_je_wrangler_92 = "Jeep Wrangler",
2959472220::CN::IGUI_VehicleNamefr_je_wrangler_92 = "拉尔克 牧场主",
2959472220::EN::IGUI_VehicleNamefr_je_wrangler_92_jurassic = "Jeep Wrangler",
2959472220::CN::IGUI_VehicleNamefr_je_wrangler_92_jurassic = "拉尔克 牧场主",
2959472220::EN::IGUI_VehicleNamefr_je_wrangler_92_offroad = "Jeep Wrangler",
2959472220::CN::IGUI_VehicleNamefr_je_wrangler_92_offroad = "拉尔克 牧场主",
2959472220::EN::IGUI_VehicleNamefr_pi_engine_90_fire = "Pierce Engine",
2959472220::CN::IGUI_VehicleNamefr_pi_engine_90_fire = "箭头 灭火者",
2959472220::EN::IGUI_VehicleNamefr_po_gto_65 = "Pontiac GTO",
2959472220::CN::IGUI_VehicleNamefr_po_gto_65 = "罗阿诺克 山羊",
2959472220::EN::IGUI_VehicleNamefr_po_transam_77 = "Pontiac Trans Am",
2959472220::CN::IGUI_VehicleNamefr_po_transam_77 = "罗阿诺克 大满贯",
2959472220::EN::IGUI_VehicleNamefr_po_transam_77_bandit = "Pontiac Trans Am",
2959472220::CN::IGUI_VehicleNamefr_po_transam_77_bandit = "罗阿诺克 大满贯",
2959472220::EN::IGUI_VehicleNamefr_po_transam_77_ttop = "Pontiac Trans Am",
2959472220::CN::IGUI_VehicleNamefr_po_transam_77_ttop = "罗阿诺克 大满贯",
2959472220::EN::IGUI_VehicleNamefr_to_celica_91 = "Toyota Celica",
2959472220::CN::IGUI_VehicleNamefr_to_celica_91 = "尤塔尼 帕拉伊萨",
2959472220::EN::IGUI_VehicleNamefr_to_corolla_90 = "Toyota Corolla",
2959472220::CN::IGUI_VehicleNamefr_to_corolla_90 = "尤塔尼 埃斯特雷拉斯",
2959472220::EN::IGUI_VehicleNamefr_to_corolla_90_coupe = "Toyota Corolla",
2959472220::CN::IGUI_VehicleNamefr_to_corolla_90_coupe = "尤塔尼 埃斯特雷拉斯",
2959472220::EN::IGUI_VehicleNamefr_to_corolla_90_hatch = "Toyota Corolla",
2959472220::CN::IGUI_VehicleNamefr_to_corolla_90_hatch = "尤塔尼 埃斯特雷拉斯",
2959472220::EN::IGUI_VehicleNamefr_to_hilux_83_lb = "Toyota Pickup",
2959472220::CN::IGUI_VehicleNamefr_to_hilux_83_lb = "尤塔尼 苏康",
2959472220::EN::IGUI_VehicleNamefr_to_hilux_83_offroadlb = "Toyota Pickup",
2959472220::CN::IGUI_VehicleNamefr_to_hilux_83_offroadlb = "尤塔尼 苏康",
2959472220::EN::IGUI_VehicleNamefr_to_hilux_83_offroadsb = "Toyota Pickup",
2959472220::CN::IGUI_VehicleNamefr_to_hilux_83_offroadsb = "尤塔尼 苏康",
2959472220::EN::IGUI_VehicleNamefr_to_hilux_83_sb = "Toyota Pickup",
2959472220::CN::IGUI_VehicleNamefr_to_hilux_83_sb = "尤塔尼 苏康",
2959472220::EN::IGUI_VehicleNamefr_vo_240_93 = "Volvo 240",
2959472220::CN::IGUI_VehicleNamefr_vo_240_93 = "博哈格 244",
2959472220::EN::IGUI_VehicleNamefr_vo_240_93_wagon = "Volvo 240",
2959472220::CN::IGUI_VehicleNamefr_vo_240_93_wagon = "博哈格 244",
2959472220::EN::IGUI_VehicleNamefr_vw_beetle_72 = "Volkswagon Beetle",
2959472220::CN::IGUI_VehicleNamefr_vw_beetle_72 = "克里希滕 甲虫",
2959472220::EN::IGUI_VehiclePart1000FuelTruckTank = "Fuel Storage Tank",
2959472220::CN::IGUI_VehiclePart1000FuelTruckTank = "燃料储罐",
2959472220::EN::IGUI_VehiclePart1000PropaneTruckTank = "Propane Storage Tank",
2959472220::CN::IGUI_VehiclePart1000PropaneTruckTank = "丙烷储罐",
2959472220::EN::IGUI_VehiclePart250FuelTruckTank = "Fuel Storage Tank",
2959472220::CN::IGUI_VehiclePart250FuelTruckTank = "燃料储罐",
2959472220::EN::IGUI_VehiclePart250PropaneTruckTank = "Propane Storage Tank",
2959472220::CN::IGUI_VehiclePart250PropaneTruckTank = "丙烷储罐",
2959472220::EN::IGUI_VehiclePartCatfr_attachments = "Attachments",
2959472220::CN::IGUI_VehiclePartCatfr_attachments = "附件",
2959472220::EN::IGUI_VehiclePartCatfr_mounts = "Mounts",
2959472220::CN::IGUI_VehiclePartCatfr_mounts = "支架",
2959472220::EN::IGUI_VehiclePartFRAttachmentBed = "Bed Attachment",
2959472220::CN::IGUI_VehiclePartFRAttachmentBed = "车厢附件",
2959472220::EN::IGUI_VehiclePartFRAttachmentRoof = "Roof Attachment",
2959472220::CN::IGUI_VehiclePartFRAttachmentRoof = "车顶附件",
2959472220::EN::IGUI_VehiclePartFRAwning = "Awning",
2959472220::CN::IGUI_VehiclePartFRAwning = "遮阳篷",
2959472220::EN::IGUI_VehiclePartFRAxeMount = "Axe",
2959472220::CN::IGUI_VehiclePartFRAxeMount = "斧头架",
2959472220::EN::IGUI_VehiclePartFRBumperBar = "Bumper Bar",
2959472220::CN::IGUI_VehiclePartFRBumperBar = "保险杠横梁",
2959472220::EN::IGUI_VehiclePartFRBumperFront = "Front Bumper",
2959472220::CN::IGUI_VehiclePartFRBumperFront = "前保险杠",
2959472220::EN::IGUI_VehiclePartFRBumperRear = "Rear Bumper",
2959472220::CN::IGUI_VehiclePartFRBumperRear = "后保险杠",
2959472220::EN::IGUI_VehiclePartFRBusStopSign = "Stop Sign",
2959472220::CN::IGUI_VehiclePartFRBusStopSign = "停车标志",
2959472220::EN::IGUI_VehiclePartFRCarburetor = "Carburetor",
2959472220::CN::IGUI_VehiclePartFRCarburetor = "化油器",
2959472220::EN::IGUI_VehiclePartFRConRoof = "Roof",
2959472220::CN::IGUI_VehiclePartFRConRoof = "车顶",
2959472220::EN::IGUI_VehiclePartFRFenderSkirtRearLeft = "Rear Left Fender Skirt",
2959472220::CN::IGUI_VehiclePartFRFenderSkirtRearLeft = "后左挡泥板",
2959472220::EN::IGUI_VehiclePartFRFenderSkirtRearRight = "Rear Right Fender Skirt",
2959472220::CN::IGUI_VehiclePartFRFenderSkirtRearRight = "后右挡泥板",
2959472220::EN::IGUI_VehiclePartFRFuelInjection = "Fuel Injection",
2959472220::CN::IGUI_VehiclePartFRFuelInjection = "燃油喷射",
2959472220::EN::IGUI_VehiclePartFRFuelTank = "Fuel Storage Tank",
2959472220::CN::IGUI_VehiclePartFRFuelTank = "燃油储存箱",
2959472220::EN::IGUI_VehiclePartFRGasCanMount = "Gas Can",
2959472220::CN::IGUI_VehiclePartFRGasCanMount = "汽油罐架",
2959472220::EN::IGUI_VehiclePartFRHubcapFrontLeft = "Front Left Hubcap",
2959472220::CN::IGUI_VehiclePartFRHubcapFrontLeft = "前左轮毂盖",
2959472220::EN::IGUI_VehiclePartFRHubcapFrontRight = "Front Right Hubcap",
2959472220::CN::IGUI_VehiclePartFRHubcapFrontRight = "前右轮毂盖",
2959472220::EN::IGUI_VehiclePartFRHubcapRearLeft = "Rear Left Hubcap",
2959472220::CN::IGUI_VehiclePartFRHubcapRearLeft = "后左轮毂盖",
2959472220::EN::IGUI_VehiclePartFRHubcapRearRight = "Rear Right Hubcap",
2959472220::CN::IGUI_VehiclePartFRHubcapRearRight = "后右轮毂盖",
2959472220::EN::IGUI_VehiclePartFRPopUpLightsDoor = "Popup Lights",
2959472220::CN::IGUI_VehiclePartFRPopUpLightsDoor = "弹出式灯",
2959472220::EN::IGUI_VehiclePartFRPropaneTank = "Propane Storage Tank",
2959472220::CN::IGUI_VehiclePartFRPropaneTank = "丙烷储罐",
2959472220::EN::IGUI_VehiclePartFRRoof = "Roof",
2959472220::CN::IGUI_VehiclePartFRRoof = "车顶",
2959472220::EN::IGUI_VehiclePartFRShovelMount = "Shovel",
2959472220::CN::IGUI_VehiclePartFRShovelMount = "铲子架",
2959472220::EN::IGUI_VehiclePartFRSideContainer = "Side Container",
2959472220::CN::IGUI_VehiclePartFRSideContainer = "侧边容器",
2959472220::EN::IGUI_VehiclePartFRSideContainerDoor = "Side Container Lid",
2959472220::CN::IGUI_VehiclePartFRSideContainerDoor = "侧边容器盖",
2959472220::EN::IGUI_VehiclePartFRSideStepLeft = "Left Sidestep",
2959472220::CN::IGUI_VehiclePartFRSideStepLeft = "左侧脚踏板",
2959472220::EN::IGUI_VehiclePartFRSideStepRight = "Right Sidestep",
2959472220::CN::IGUI_VehiclePartFRSideStepRight = "右侧脚踏板",
2959472220::EN::IGUI_VehiclePartFRSpareTire = "Spare Tire",
2959472220::CN::IGUI_VehiclePartFRSpareTire = "备用轮胎",
2959472220::EN::IGUI_VehiclePartFRTrailerHitch = "Trailer Hitch",
2959472220::CN::IGUI_VehiclePartFRTrailerHitch = "拖车挂钩",
2959472220::EN::IGUI_VehiclePartFRTrailerJack = "Trailer Jack",
2959472220::CN::IGUI_VehiclePartFRTrailerJack = "拖车千斤顶",
2959472220::EN::IGUI_VehiclePartFR_Fridge = "Refrigerator",
2959472220::CN::IGUI_VehiclePartFR_Fridge = "冰箱",
2959472220::EN::IGUI_VehiclePartFR_KitchenCabinet = "Counter",
2959472220::CN::IGUI_VehiclePartFR_KitchenCabinet = "橱柜",
2959472220::EN::IGUI_VehiclePartFR_Oven = "Oven",
2959472220::CN::IGUI_VehiclePartFR_Oven = "烤箱",
2959472220::EN::IGUI_VehiclePartFR_VehicleArmoryMil1 = "Armory",
2959472220::CN::IGUI_VehiclePartFR_VehicleArmoryMil1 = "武器库",
2959472220::EN::IGUI_VehiclePartFR_VehicleArmoryMil2 = "Armory",
2959472220::CN::IGUI_VehiclePartFR_VehicleArmoryMil2 = "武器库",
2959472220::EN::IGUI_VehiclePartFR_Wardrobe = "Wardrobe",
2959472220::CN::IGUI_VehiclePartFR_Wardrobe = "衣柜",
2959472220::EN::IGUI_VehiclePartFR_keyless = "Keyless Ignition",
2959472220::CN::IGUI_VehiclePartFR_keyless = "无钥匙启动",
2959472220::EN::IGUI_VehiclePartOuterTireRearLeft = "Outter Rear Left Tire",
2959472220::CN::IGUI_VehiclePartOuterTireRearLeft = "后左外轮胎",
2959472220::EN::IGUI_VehiclePartOuterTireRearRight = "Outter Rear Right Tire",
2959472220::CN::IGUI_VehiclePartOuterTireRearRight = "后右外轮胎",
2959472220::EN::IGUI_VehiclePartSeatBack1Left = "Back Left Seat",
2959472220::CN::IGUI_VehiclePartSeatBack1Left = "后左座椅",
2959472220::EN::IGUI_VehiclePartSeatBack1Right = "Back Right Seat",
2959472220::CN::IGUI_VehiclePartSeatBack1Right = "后右座椅",
2959472220::EN::IGUI_VehiclePartSeatBack2Left = "Back Left Seat",
2959472220::CN::IGUI_VehiclePartSeatBack2Left = "后左座椅",
2959472220::EN::IGUI_VehiclePartSeatBack2Right = "Back Right Seat",
2959472220::CN::IGUI_VehiclePartSeatBack2Right = "后右座椅",
2959472220::EN::IGUI_VehiclePartTrunkSideDoor = "Trunk Lid",
2959472220::CN::IGUI_VehiclePartTrunkSideDoor = "行李箱盖",
2959472220::EN::ItemName_Base.ClassicTire1 = "Classy Tire",
2959472220::CN::ItemName_Base.ClassicTire1 = "轮胎 (经典)",
2959472220::EN::ItemName_Base.ClassicTire2 = "Classy Tire",
2959472220::CN::ItemName_Base.ClassicTire2 = "轮胎 (经典)",
2959472220::EN::ItemName_Base.ClassicTire3 = "Classy Tire",
2959472220::CN::ItemName_Base.ClassicTire3 = "轮胎 (经典)",
2959472220::EN::ItemName_Base.CustomTrunkDoor1 = "Custom Trunk Lid",
2959472220::CN::ItemName_Base.CustomTrunkDoor1 = "定制后备箱盖",
2959472220::EN::ItemName_Base.CustomTrunkDoor2 = "Custom Trunk Lid",
2959472220::CN::ItemName_Base.CustomTrunkDoor2 = "定制后备箱盖",
2959472220::EN::ItemName_Base.CustomTrunkDoor3 = "Custom Trunk Lid",
2959472220::CN::ItemName_Base.CustomTrunkDoor3 = "定制后备箱盖",
2959472220::EN::ItemName_Base.FRBedCapHard = "Hard Bed Cap",
2959472220::CN::ItemName_Base.FRBedCapHard = "车厢盖 (硬质)",
2959472220::EN::ItemName_Base.FRBedCapSoft = "Soft Bed Cap",
2959472220::CN::ItemName_Base.FRBedCapSoft = "车厢盖 (软质)",
2959472220::EN::ItemName_Base.FRBedSideBoards = "Side Boards",
2959472220::CN::ItemName_Base.FRBedSideBoards = "侧边板",
2959472220::EN::ItemName_Base.FRBedStep = "Stepside Bed",
2959472220::CN::ItemName_Base.FRBedStep = "台阶式车厢",
2959472220::EN::ItemName_Base.FRBigBed = "Short Bed",
2959472220::CN::ItemName_Base.FRBigBed = "短车厢",
2959472220::EN::ItemName_Base.FRBigTrunk = "Big Trunk",
2959472220::CN::ItemName_Base.FRBigTrunk = "后备箱 (大型)",
2959472220::EN::ItemName_Base.FRCustomFenderSkirt1 = "Custom Fender Skirt",
2959472220::CN::ItemName_Base.FRCustomFenderSkirt1 = "定制挡泥板裙边",
2959472220::EN::ItemName_Base.FRCustomFenderSkirt2 = "Custom Fender Skirt",
2959472220::CN::ItemName_Base.FRCustomFenderSkirt2 = "定制挡泥板裙边",
2959472220::EN::ItemName_Base.FRCustomFenderSkirt3 = "Custom Fender Skirt",
2959472220::CN::ItemName_Base.FRCustomFenderSkirt3 = "定制挡泥板裙边",
2959472220::EN::ItemName_Base.FRCustomFrontBumper1 = "Custom Front Bumper",
2959472220::CN::ItemName_Base.FRCustomFrontBumper1 = "前保险杠 (定制)",
2959472220::EN::ItemName_Base.FRCustomFrontBumper2 = "Custom Front Bumper",
2959472220::CN::ItemName_Base.FRCustomFrontBumper2 = "前保险杠 (定制)",
2959472220::EN::ItemName_Base.FRCustomFrontBumper3 = "Custom Front Bumper",
2959472220::CN::ItemName_Base.FRCustomFrontBumper3 = "前保险杠 (定制)",
2959472220::EN::ItemName_Base.FRCustomRearBumper1 = "Custom Rear Bumper",
2959472220::CN::ItemName_Base.FRCustomRearBumper1 = "后保险杠 (定制)",
2959472220::EN::ItemName_Base.FRCustomRearBumper2 = "Custom Rear Bumper",
2959472220::CN::ItemName_Base.FRCustomRearBumper2 = "后保险杠 (定制)",
2959472220::EN::ItemName_Base.FRCustomRearBumper3 = "Custom Rear Bumper",
2959472220::CN::ItemName_Base.FRCustomRearBumper3 = "后保险杠 (定制)",
2959472220::EN::ItemName_Base.FRFenderSkirt1 = "Fender Skirt",
2959472220::CN::ItemName_Base.FRFenderSkirt1 = "挡泥板",
2959472220::EN::ItemName_Base.FRFenderSkirt2 = "Fender Skirt",
2959472220::CN::ItemName_Base.FRFenderSkirt2 = "挡泥板",
2959472220::EN::ItemName_Base.FRFenderSkirt3 = "Fender Skirt",
2959472220::CN::ItemName_Base.FRFenderSkirt3 = "挡泥板",
2959472220::EN::ItemName_Base.FRFifthWheelHitch = "Fifth Wheel Hitch",
2959472220::CN::ItemName_Base.FRFifthWheelHitch = "Fifth Wheel Hitch",
2959472220::EN::ItemName_Base.FRFrontConHardDoor1 = "Front Half Door",
2959472220::CN::ItemName_Base.FRFrontConHardDoor1 = "车前门 (一半)",
2959472220::EN::ItemName_Base.FRFrontConHardDoor2 = "Front Half Door",
2959472220::CN::ItemName_Base.FRFrontConHardDoor2 = "车前门 (一半)",
2959472220::EN::ItemName_Base.FRFrontConHardDoor3 = "Front Half Door",
2959472220::CN::ItemName_Base.FRFrontConHardDoor3 = "车前门 (一半)",
2959472220::EN::ItemName_Base.FRFrontConSoftDoor1 = "Front Soft Door",
2959472220::CN::ItemName_Base.FRFrontConSoftDoor1 = "车前门 (软质)",
2959472220::EN::ItemName_Base.FRFrontConSoftDoor2 = "Front Soft Door",
2959472220::CN::ItemName_Base.FRFrontConSoftDoor2 = "车前门 (软质)",
2959472220::EN::ItemName_Base.FRFrontConSoftDoor3 = "Front Soft Door",
2959472220::CN::ItemName_Base.FRFrontConSoftDoor3 = "车前门 (软质)",
2959472220::EN::ItemName_Base.FRLargeBed = "Long Bed",
2959472220::CN::ItemName_Base.FRLargeBed = "长车厢",
2959472220::EN::ItemName_Base.FRLargeCargoTrunk = "Large Cargo Trunk",
2959472220::CN::ItemName_Base.FRLargeCargoTrunk = "货箱 (大型)",
2959472220::EN::ItemName_Base.FRLargeFuelStorageTank = "Fuel Storage Tank",
2959472220::CN::ItemName_Base.FRLargeFuelStorageTank = "燃油储存箱",
2959472220::EN::ItemName_Base.FRLargePropaneStorageTank = "Propane Storage Tank",
2959472220::CN::ItemName_Base.FRLargePropaneStorageTank = "丙烷储罐",
2959472220::EN::ItemName_Base.FRLargeTrunk = "Large Trunk",
2959472220::CN::ItemName_Base.FRLargeTrunk = "后备箱 (超大型)",
2959472220::EN::ItemName_Base.FRModernCarb1 = "Performance Carburetor",
2959472220::CN::ItemName_Base.FRModernCarb1 = "化油器 (性能)",
2959472220::EN::ItemName_Base.FRModernCarb2 = "Performance Carburetor",
2959472220::CN::ItemName_Base.FRModernCarb2 = "化油器 (性能)",
2959472220::EN::ItemName_Base.FRModernCarb3 = "Performance Carburetor",
2959472220::CN::ItemName_Base.FRModernCarb3 = "化油器 (性能)",
2959472220::EN::ItemName_Base.FRModernFuelInj1 = "Performance Fuel Injector",
2959472220::CN::ItemName_Base.FRModernFuelInj1 = "燃油喷射器 (性能)",
2959472220::EN::ItemName_Base.FRModernFuelInj2 = "Performance Fuel Injector",
2959472220::CN::ItemName_Base.FRModernFuelInj2 = "燃油喷射器 (性能)",
2959472220::EN::ItemName_Base.FRModernFuelInj3 = "Performance Fuel Injector",
2959472220::CN::ItemName_Base.FRModernFuelInj3 = "燃油喷射器 (性能)",
2959472220::EN::ItemName_Base.FRNormalCarb1 = "Standard Carburetor",
2959472220::CN::ItemName_Base.FRNormalCarb1 = "化油器 (标准)",
2959472220::EN::ItemName_Base.FRNormalCarb2 = "Standard Carburetor",
2959472220::CN::ItemName_Base.FRNormalCarb2 = "化油器 (标准)",
2959472220::EN::ItemName_Base.FRNormalCarb3 = "Standard Carburetor",
2959472220::CN::ItemName_Base.FRNormalCarb3 = "化油器 (标准)",
2959472220::EN::ItemName_Base.FRNormalCargoTrunk = "Normal Cargo Trunk",
2959472220::CN::ItemName_Base.FRNormalCargoTrunk = "货箱 (标准)",
2959472220::EN::ItemName_Base.FRNormalFuelInj1 = "Standard Fuel Injector",
2959472220::CN::ItemName_Base.FRNormalFuelInj1 = "燃油喷射器 (标准)",
2959472220::EN::ItemName_Base.FRNormalFuelInj2 = "Standard Fuel Injector",
2959472220::CN::ItemName_Base.FRNormalFuelInj2 = "燃油喷射器 (标准)",
2959472220::EN::ItemName_Base.FRNormalFuelInj3 = "Standard Fuel Injector",
2959472220::CN::ItemName_Base.FRNormalFuelInj3 = "燃油喷射器 (标准)",
2959472220::EN::ItemName_Base.FRNormalFuelStorageTank = "Fuel Storage Tank",
2959472220::CN::ItemName_Base.FRNormalFuelStorageTank = "燃油储存箱",
2959472220::EN::ItemName_Base.FRNormalPropaneStorageTank = "Propane Storage Tank",
2959472220::CN::ItemName_Base.FRNormalPropaneStorageTank = "丙烷储罐",
2959472220::EN::ItemName_Base.FRNormalSideStep = "Standard Side Step",
2959472220::CN::ItemName_Base.FRNormalSideStep = "侧踏板 (标准)",
2959472220::EN::ItemName_Base.FRNormalTrunk = "Normal Trunk",
2959472220::CN::ItemName_Base.FRNormalTrunk = "后备箱 (标准)",
2959472220::EN::ItemName_Base.FROffroadBumperBar = "Offroad Bumper Bar",
2959472220::CN::ItemName_Base.FROffroadBumperBar = "越野保险杠横梁",
2959472220::EN::ItemName_Base.FROldCarb1 = "Old Carburetor",
2959472220::CN::ItemName_Base.FROldCarb1 = "化油器 (老式)",
2959472220::EN::ItemName_Base.FROldCarb2 = "Old Carburetor",
2959472220::CN::ItemName_Base.FROldCarb2 = "化油器 (老式)",
2959472220::EN::ItemName_Base.FROldCarb3 = "Old Carburetor",
2959472220::CN::ItemName_Base.FROldCarb3 = "化油器 (老式)",
2959472220::EN::ItemName_Base.FROldFuelInj1 = "Old Fuel Injector",
2959472220::CN::ItemName_Base.FROldFuelInj1 = "燃油喷射器 (老式)",
2959472220::EN::ItemName_Base.FROldFuelInj2 = "Old Fuel Injector",
2959472220::CN::ItemName_Base.FROldFuelInj2 = "燃油喷射器 (老式)",
2959472220::EN::ItemName_Base.FROldFuelInj3 = "Old Fuel Injector",
2959472220::CN::ItemName_Base.FROldFuelInj3 = "燃油喷射器 (老式)",
2959472220::EN::ItemName_Base.FROldSideStep = "Old Side Step",
2959472220::CN::ItemName_Base.FROldSideStep = "侧踏板 (老式)",
2959472220::EN::ItemName_Base.FRPerformanceFenderSkirt1 = "Performance Fender Skirt",
2959472220::CN::ItemName_Base.FRPerformanceFenderSkirt1 = "备胎挂钩",
2959472220::EN::ItemName_Base.FRPerformanceFenderSkirt2 = "Performance Fender Skirt",
2959472220::CN::ItemName_Base.FRPerformanceFenderSkirt2 = "备胎挂钩",
2959472220::EN::ItemName_Base.FRPerformanceFenderSkirt3 = "Performance Fender Skirt",
2959472220::CN::ItemName_Base.FRPerformanceFenderSkirt3 = "备胎挂钩",
2959472220::EN::ItemName_Base.FRPerformanceFrontBumper1 = "Performance Front Bumper",
2959472220::CN::ItemName_Base.FRPerformanceFrontBumper1 = "前保险杠 (性能)",
2959472220::EN::ItemName_Base.FRPerformanceFrontBumper2 = "Performance Front Bumper",
2959472220::CN::ItemName_Base.FRPerformanceFrontBumper2 = "前保险杠 (性能)",
2959472220::EN::ItemName_Base.FRPerformanceFrontBumper3 = "Performance Front Bumper",
2959472220::CN::ItemName_Base.FRPerformanceFrontBumper3 = "前保险杠 (性能)",
2959472220::EN::ItemName_Base.FRPerformanceRearBumper1 = "Performance Rear Bumper",
2959472220::CN::ItemName_Base.FRPerformanceRearBumper1 = "后保险杠 (性能)",
2959472220::EN::ItemName_Base.FRPerformanceRearBumper2 = "Performance Rear Bumper",
2959472220::CN::ItemName_Base.FRPerformanceRearBumper2 = "后保险杠 (性能)",
2959472220::EN::ItemName_Base.FRPerformanceRearBumper3 = "Performance Rear Bumper",
2959472220::CN::ItemName_Base.FRPerformanceRearBumper3 = "后保险杠 (性能)",
2959472220::EN::ItemName_Base.FRPerformanceSideStep = "Performance Side Step",
2959472220::CN::ItemName_Base.FRPerformanceSideStep = "侧踏板 (性能)",
2959472220::EN::ItemName_Base.FRPoliceBumperBar = "Police Push Bar",
2959472220::CN::ItemName_Base.FRPoliceBumperBar = "警用推杆",
2959472220::EN::ItemName_Base.FRRearConHardDoor1 = "Rear Half Door",
2959472220::CN::ItemName_Base.FRRearConHardDoor1 = "车后门 (一半)",
2959472220::EN::ItemName_Base.FRRearConHardDoor2 = "Rear Half Door",
2959472220::CN::ItemName_Base.FRRearConHardDoor2 = "车后门 (一半)",
2959472220::EN::ItemName_Base.FRRearConHardDoor3 = "Rear Half Door",
2959472220::CN::ItemName_Base.FRRearConHardDoor3 = "车后门 (一半)",
2959472220::EN::ItemName_Base.FRRearConSoftDoor1 = "Rear Soft Door",
2959472220::CN::ItemName_Base.FRRearConSoftDoor1 = "车后门 (软质)",
2959472220::EN::ItemName_Base.FRRearConSoftDoor2 = "Rear Soft Door",
2959472220::CN::ItemName_Base.FRRearConSoftDoor2 = "车后门 (软质)",
2959472220::EN::ItemName_Base.FRRearConSoftDoor3 = "Rear Soft Door",
2959472220::CN::ItemName_Base.FRRearConSoftDoor3 = "车后门 (软质)",
2959472220::EN::ItemName_Base.FRRollcage = "Roll Cage",
2959472220::CN::ItemName_Base.FRRollcage = "防滚架",
2959472220::EN::ItemName_Base.FRRoofConHard1 = "Hard Roof",
2959472220::CN::ItemName_Base.FRRoofConHard1 = "车顶 (硬质)",
2959472220::EN::ItemName_Base.FRRoofConHard2 = "Hard Roof",
2959472220::CN::ItemName_Base.FRRoofConHard2 = "车顶 (硬质)",
2959472220::EN::ItemName_Base.FRRoofConHard3 = "Hard Roof",
2959472220::CN::ItemName_Base.FRRoofConHard3 = "车顶 (硬质)",
2959472220::EN::ItemName_Base.FRRoofConSoft1 = "Soft Roof",
2959472220::CN::ItemName_Base.FRRoofConSoft1 = "车顶 (软质)",
2959472220::EN::ItemName_Base.FRRoofConSoft2 = "Soft Roof",
2959472220::CN::ItemName_Base.FRRoofConSoft2 = "车顶 (软质)",
2959472220::EN::ItemName_Base.FRRoofConSoft3 = "Soft Roof",
2959472220::CN::ItemName_Base.FRRoofConSoft3 = "车顶 (软质)",
2959472220::EN::ItemName_Base.FRRoofHard1 = "Roof",
2959472220::CN::ItemName_Base.FRRoofHard1 = "车顶",
2959472220::EN::ItemName_Base.FRRoofHard2 = "Roof",
2959472220::CN::ItemName_Base.FRRoofHard2 = "车顶",
2959472220::EN::ItemName_Base.FRRoofHard3 = "Roof",
2959472220::CN::ItemName_Base.FRRoofHard3 = "车顶",
2959472220::EN::ItemName_Base.FRRoofTTop1 = "T-Top",
2959472220::CN::ItemName_Base.FRRoofTTop1 = "车顶 (T型)",
2959472220::EN::ItemName_Base.FRRoofTTop2 = "T-Top",
2959472220::CN::ItemName_Base.FRRoofTTop2 = "车顶 (T型)",
2959472220::EN::ItemName_Base.FRRoofTTop3 = "T-Top",
2959472220::CN::ItemName_Base.FRRoofTTop3 = "车顶 (T型)",
2959472220::EN::ItemName_Base.FRSideContainer = "Side Container",
2959472220::CN::ItemName_Base.FRSideContainer = "侧边容器",
2959472220::EN::ItemName_Base.FRSmallCargoTrunk = "Small Cargo Trunk",
2959472220::CN::ItemName_Base.FRSmallCargoTrunk = "货箱 (小型)",
2959472220::EN::ItemName_Base.FRSmallFuelStorageTank = "Fuel Storage Tank",
2959472220::CN::ItemName_Base.FRSmallFuelStorageTank = "燃油储存箱",
2959472220::EN::ItemName_Base.FRSmallPropaneStorageTank = "Propane Storage Tank",
2959472220::CN::ItemName_Base.FRSmallPropaneStorageTank = "丙烷储罐",
2959472220::EN::ItemName_Base.FRSmallTrunk = "Small Trunk",
2959472220::CN::ItemName_Base.FRSmallTrunk = "后备箱 (小型)",
2959472220::EN::ItemName_Base.FRStockFrontBumper1 = "Standard Front Bumper",
2959472220::CN::ItemName_Base.FRStockFrontBumper1 = "前保险杠 (标准)",
2959472220::EN::ItemName_Base.FRStockFrontBumper2 = "Standard Front Bumper",
2959472220::CN::ItemName_Base.FRStockFrontBumper2 = "前保险杠 (标准)",
2959472220::EN::ItemName_Base.FRStockFrontBumper3 = "Standard Front Bumper",
2959472220::CN::ItemName_Base.FRStockFrontBumper3 = "前保险杠 (标准)",
2959472220::EN::ItemName_Base.FRStockRearBumper1 = "Standard Rear Bumper",
2959472220::CN::ItemName_Base.FRStockRearBumper1 = "后保险杠 (标准)",
2959472220::EN::ItemName_Base.FRStockRearBumper2 = "Standard Rear Bumper",
2959472220::CN::ItemName_Base.FRStockRearBumper2 = "后保险杠 (标准)",
2959472220::EN::ItemName_Base.FRStockRearBumper3 = "Standard Rear Bumper",
2959472220::CN::ItemName_Base.FRStockRearBumper3 = "后保险杠 (标准)",
2959472220::EN::ItemName_Base.FRTaxiTopper = "Taxi Topper",
2959472220::CN::ItemName_Base.FRTaxiTopper = "出租车顶灯",
2959472220::EN::ItemName_Base.FRTinyTrunk = "Tiny Trunk",
2959472220::CN::ItemName_Base.FRTinyTrunk = "后备箱 (小型)",
2959472220::EN::ItemName_Base.FRTopLightBar = "Light Bar",
2959472220::CN::ItemName_Base.FRTopLightBar = "灯条",
2959472220::EN::ItemName_Base.FRTopLightBarModern = "Light Bar Modern",
2959472220::CN::ItemName_Base.FRTopLightBarModern = "灯条 (现代)",
